tanggal,id_komoditas,id_pasar,harga,nama_komoditas,satuan
2022-07-21,26,1,12000,Susu Kental Manis,kg
2022-07-21,29,1,75000,Daging Ayam Kampung,kg
2022-07-21,30,1,42000,Telur Ayam Kampung,kg
2022-07-22,1,1,9500,Beras Medium,kg
2022-07-22,2,1,10500,Beras Premium,kg
2022-07-22,3,1,75000,Cabai Merah Keriting,kg
2022-07-22,4,1,80000,Cabai Merah Besar,kg
2022-07-22,5,1,55000,Cabai Rawit Merah,kg
2022-07-22,6,1,25000,Cabai Rawit Hijau,kg
2022-07-22,7,1,50000,Bawang Merah,kg
2022-07-22,13,1,12000,Tepung Terigu,kg
2022-07-22,14,1,40000,Daging Ayam Ras,kg
2022-07-22,15,1,28000,Telur Ayam Ras,kg
2022-07-22,16,1,130000,Daging Sapi Paha Belakang,kg
2022-07-22,22,1,3000,Mie Instan,bungkus
2022-07-22,23,1,20000,Bawang Putih Honan,kg
2022-07-22,24,1,28000,Bawang Putih Kating,kg
2022-07-22,26,1,12000,Susu Kental Manis,kg
2022-07-22,29,1,75000,Daging Ayam Kampung,kg
2022-07-22,30,1,42000,Telur Ayam Kampung,kg
2022-07-25,1,1,9500,Beras Medium,kg
2022-07-25,2,1,10500,Beras Premium,kg
2022-07-25,3,1,75000,Cabai Merah Keriting,kg
2022-07-25,4,1,75000,Cabai Merah Besar,kg
2022-07-25,5,1,55000,Cabai Rawit Merah,kg
2022-07-25,6,1,30000,Cabai Rawit Hijau,kg
2022-07-25,7,1,45000,Bawang Merah,kg
2022-07-25,13,1,12000,Tepung Terigu,kg
2022-07-25,14,1,40000,Daging Ayam Ras,kg
2022-07-25,15,1,28000,Telur Ayam Ras,kg
2022-07-25,16,1,130000,Daging Sapi Paha Belakang,kg
2022-07-25,22,1,3000,Mie Instan,bungkus
2022-07-25,23,1,20000,Bawang Putih Honan,kg
2022-07-25,24,1,28000,Bawang Putih Kating,kg
2022-07-25,26,1,12000,Susu Kental Manis,kg
2022-07-25,29,1,75000,Daging Ayam Kampung,kg
2022-07-25,30,1,42000,Telur Ayam Kampung,kg
2022-07-26,1,1,9500,Beras Medium,kg
2022-07-26,2,1,10500,Beras Premium,kg
2022-07-26,3,1,75000,Cabai Merah Keriting,kg
2022-07-26,4,1,75000,Cabai Merah Besar,kg
2022-07-26,5,1,55000,Cabai Rawit Merah,kg
2022-07-26,6,1,30000,Cabai Rawit Hijau,kg
2022-07-26,7,1,45000,Bawang Merah,kg
2022-07-26,13,1,12000,Tepung Terigu,kg
2022-07-26,14,1,40000,Daging Ayam Ras,kg
2022-07-26,15,1,28000,Telur Ayam Ras,kg
2022-07-26,16,1,130000,Daging Sapi Paha Belakang,kg
2022-07-26,22,1,3000,Mie Instan,bungkus
2022-07-26,23,1,20000,Bawang Putih Honan,kg
2022-07-26,24,1,28000,Bawang Putih Kating,kg
2022-07-26,26,1,12000,Susu Kental Manis,kg
2022-07-26,29,1,75000,Daging Ayam Kampung,kg
2022-07-26,30,1,42000,Telur Ayam Kampung,kg
2022-07-27,1,1,9500,Beras Medium,kg
2022-07-27,2,1,10500,Beras Premium,kg
2022-07-27,3,1,70000,Cabai Merah Keriting,kg
2022-07-27,4,1,65000,Cabai Merah Besar,kg
2022-07-27,5,1,55000,Cabai Rawit Merah,kg
2022-07-27,6,1,30000,Cabai Rawit Hijau,kg
2022-07-27,7,1,45000,Bawang Merah,kg
2022-07-27,13,1,12000,Tepung Terigu,kg
2022-07-27,14,1,40000,Daging Ayam Ras,kg
2022-07-27,15,1,28000,Telur Ayam Ras,kg
2022-07-27,16,1,130000,Daging Sapi Paha Belakang,kg
2022-07-27,22,1,3000,Mie Instan,bungkus
2022-07-27,23,1,20000,Bawang Putih Honan,kg
2022-07-27,24,1,28000,Bawang Putih Kating,kg
2022-07-27,26,1,12000,Susu Kental Manis,kg
2022-07-27,29,1,75000,Daging Ayam Kampung,kg
2022-07-27,30,1,42000,Telur Ayam Kampung,kg
2022-07-28,1,1,9500,Beras Medium,kg
2022-07-28,2,1,10500,Beras Premium,kg
2022-07-28,3,1,70000,Cabai Merah Keriting,kg
2022-07-28,4,1,65000,Cabai Merah Besar,kg
2022-07-28,5,1,50000,Cabai Rawit Merah,kg
2022-07-28,6,1,32000,Cabai Rawit Hijau,kg
2022-07-28,7,1,40000,Bawang Merah,kg
2022-07-28,13,1,12000,Tepung Terigu,kg
2022-07-28,14,1,40000,Daging Ayam Ras,kg
2022-07-28,15,1,28000,Telur Ayam Ras,kg
2022-07-28,16,1,130000,Daging Sapi Paha Belakang,kg
2022-07-28,22,1,3000,Mie Instan,bungkus
2022-07-28,23,1,19000,Bawang Putih Honan,kg
2022-07-28,24,1,26000,Bawang Putih Kating,kg
2022-07-28,26,1,12000,Susu Kental Manis,kg
2022-07-28,29,1,75000,Daging Ayam Kampung,kg
2022-07-28,30,1,42000,Telur Ayam Kampung,kg
2022-07-29,1,1,9500,Beras Medium,kg
2022-07-29,2,1,10500,Beras Premium,kg
2022-07-29,3,1,70000,Cabai Merah Keriting,kg
2022-07-29,4,1,65000,Cabai Merah Besar,kg
2022-07-29,5,1,50000,Cabai Rawit Merah,kg
2022-07-29,6,1,32000,Cabai Rawit Hijau,kg
2022-07-29,7,1,40000,Bawang Merah,kg
2022-07-29,13,1,12000,Tepung Terigu,kg
2022-07-29,14,1,40000,Daging Ayam Ras,kg
2022-07-29,15,1,28000,Telur Ayam Ras,kg
2022-07-29,16,1,130000,Daging Sapi Paha Belakang,kg
2022-07-29,22,1,3000,Mie Instan,bungkus
2022-07-29,23,1,19000,Bawang Putih Honan,kg
2022-07-29,24,1,26000,Bawang Putih Kating,kg
2022-07-29,26,1,12000,Susu Kental Manis,kg
2022-07-29,29,1,75000,Daging Ayam Kampung,kg
2022-07-29,30,1,42000,Telur Ayam Kampung,kg
2022-08-01,1,1,9500,Beras Medium,kg
2022-08-01,2,1,10500,Beras Premium,kg
2022-08-01,3,1,65000,Cabai Merah Keriting,kg
2022-08-01,4,1,60000,Cabai Merah Besar,kg
2022-08-01,5,1,50000,Cabai Rawit Merah,kg
2022-08-01,6,1,32000,Cabai Rawit Hijau,kg
2022-08-01,7,1,35000,Bawang Merah,kg
2022-08-01,13,1,12000,Tepung Terigu,kg
2022-08-01,14,1,40000,Daging Ayam Ras,kg
2022-08-01,15,1,27000,Telur Ayam Ras,kg
2022-08-01,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-01,22,1,3000,Mie Instan,bungkus
2022-08-01,23,1,19000,Bawang Putih Honan,kg
2022-08-01,24,1,26000,Bawang Putih Kating,kg
2022-08-01,26,1,12000,Susu Kental Manis,kg
2022-08-01,29,1,75000,Daging Ayam Kampung,kg
2022-08-01,30,1,42000,Telur Ayam Kampung,kg
2022-08-02,1,1,9500,Beras Medium,kg
2022-08-02,2,1,10500,Beras Premium,kg
2022-08-02,3,1,65000,Cabai Merah Keriting,kg
2022-08-02,4,1,60000,Cabai Merah Besar,kg
2022-08-02,5,1,50000,Cabai Rawit Merah,kg
2022-08-02,6,1,32000,Cabai Rawit Hijau,kg
2022-08-02,7,1,35000,Bawang Merah,kg
2022-08-02,13,1,12000,Tepung Terigu,kg
2022-08-02,14,1,40000,Daging Ayam Ras,kg
2022-08-02,15,1,27000,Telur Ayam Ras,kg
2022-08-02,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-02,22,1,3000,Mie Instan,bungkus
2022-08-02,23,1,19000,Bawang Putih Honan,kg
2022-08-02,24,1,26000,Bawang Putih Kating,kg
2022-08-02,26,1,12000,Susu Kental Manis,kg
2022-08-02,29,1,75000,Daging Ayam Kampung,kg
2022-08-02,30,1,42000,Telur Ayam Kampung,kg
2022-08-03,1,1,9500,Beras Medium,kg
2022-08-03,2,1,10500,Beras Premium,kg
2022-08-03,3,1,65000,Cabai Merah Keriting,kg
2022-08-03,4,1,60000,Cabai Merah Besar,kg
2022-08-03,5,1,50000,Cabai Rawit Merah,kg
2022-08-03,6,1,32000,Cabai Rawit Hijau,kg
2022-08-03,7,1,35000,Bawang Merah,kg
2022-08-03,13,1,12000,Tepung Terigu,kg
2022-08-03,14,1,39000,Daging Ayam Ras,kg
2022-08-03,15,1,27000,Telur Ayam Ras,kg
2022-08-03,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-03,22,1,3000,Mie Instan,bungkus
2022-08-03,23,1,19000,Bawang Putih Honan,kg
2022-08-03,24,1,26000,Bawang Putih Kating,kg
2022-08-03,26,1,12000,Susu Kental Manis,kg
2022-08-03,29,1,75000,Daging Ayam Kampung,kg
2022-08-03,30,1,42000,Telur Ayam Kampung,kg
2022-08-04,1,1,9500,Beras Medium,kg
2022-08-04,2,1,10500,Beras Premium,kg
2022-08-04,3,1,65000,Cabai Merah Keriting,kg
2022-08-04,4,1,60000,Cabai Merah Besar,kg
2022-08-04,5,1,50000,Cabai Rawit Merah,kg
2022-08-04,6,1,32000,Cabai Rawit Hijau,kg
2022-08-04,7,1,35000,Bawang Merah,kg
2022-08-04,13,1,12000,Tepung Terigu,kg
2022-08-04,14,1,39000,Daging Ayam Ras,kg
2022-08-04,15,1,27000,Telur Ayam Ras,kg
2022-08-04,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-04,22,1,3000,Mie Instan,bungkus
2022-08-04,23,1,19000,Bawang Putih Honan,kg
2022-08-04,24,1,26000,Bawang Putih Kating,kg
2022-08-04,26,1,12000,Susu Kental Manis,kg
2022-08-04,29,1,75000,Daging Ayam Kampung,kg
2022-08-04,30,1,42000,Telur Ayam Kampung,kg
2022-08-05,1,1,9500,Beras Medium,kg
2022-08-05,2,1,10500,Beras Premium,kg
2022-08-05,3,1,65000,Cabai Merah Keriting,kg
2022-08-05,4,1,60000,Cabai Merah Besar,kg
2022-08-05,5,1,50000,Cabai Rawit Merah,kg
2022-08-05,6,1,32000,Cabai Rawit Hijau,kg
2022-08-05,7,1,35000,Bawang Merah,kg
2022-08-05,13,1,12000,Tepung Terigu,kg
2022-08-05,14,1,39000,Daging Ayam Ras,kg
2022-08-05,15,1,27000,Telur Ayam Ras,kg
2022-08-05,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-05,22,1,3000,Mie Instan,bungkus
2022-08-05,23,1,19000,Bawang Putih Honan,kg
2022-08-05,24,1,26000,Bawang Putih Kating,kg
2022-08-05,26,1,12000,Susu Kental Manis,kg
2022-08-05,29,1,75000,Daging Ayam Kampung,kg
2022-08-05,30,1,42000,Telur Ayam Kampung,kg
2022-08-08,1,1,9500,Beras Medium,kg
2022-08-08,2,1,10500,Beras Premium,kg
2022-08-08,3,1,65000,Cabai Merah Keriting,kg
2022-08-08,4,1,60000,Cabai Merah Besar,kg
2022-08-08,5,1,50000,Cabai Rawit Merah,kg
2022-08-08,6,1,32000,Cabai Rawit Hijau,kg
2022-08-08,7,1,35000,Bawang Merah,kg
2022-08-08,13,1,12000,Tepung Terigu,kg
2022-08-08,14,1,39000,Daging Ayam Ras,kg
2022-08-08,15,1,27000,Telur Ayam Ras,kg
2022-08-08,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-08,22,1,3000,Mie Instan,bungkus
2022-08-08,23,1,19000,Bawang Putih Honan,kg
2022-08-08,24,1,26000,Bawang Putih Kating,kg
2022-08-08,26,1,12000,Susu Kental Manis,kg
2022-08-08,29,1,75000,Daging Ayam Kampung,kg
2022-08-08,30,1,42000,Telur Ayam Kampung,kg
2022-08-09,1,1,9500,Beras Medium,kg
2022-08-09,2,1,10500,Beras Premium,kg
2022-08-09,3,1,60000,Cabai Merah Keriting,kg
2022-08-09,4,1,57000,Cabai Merah Besar,kg
2022-08-09,5,1,45000,Cabai Rawit Merah,kg
2022-08-09,6,1,32000,Cabai Rawit Hijau,kg
2022-08-09,7,1,35000,Bawang Merah,kg
2022-08-09,13,1,12000,Tepung Terigu,kg
2022-08-09,14,1,38000,Daging Ayam Ras,kg
2022-08-09,15,1,26500,Telur Ayam Ras,kg
2022-08-09,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-09,22,1,3000,Mie Instan,bungkus
2022-08-09,23,1,20000,Bawang Putih Honan,kg
2022-08-09,24,1,26000,Bawang Putih Kating,kg
2022-08-09,26,1,12000,Susu Kental Manis,kg
2022-08-09,29,1,75000,Daging Ayam Kampung,kg
2022-08-09,30,1,42000,Telur Ayam Kampung,kg
2022-08-10,1,1,9500,Beras Medium,kg
2022-08-10,2,1,10500,Beras Premium,kg
2022-08-10,3,1,60000,Cabai Merah Keriting,kg
2022-08-10,4,1,57000,Cabai Merah Besar,kg
2022-08-10,5,1,45000,Cabai Rawit Merah,kg
2022-08-10,6,1,32000,Cabai Rawit Hijau,kg
2022-08-10,7,1,33000,Bawang Merah,kg
2022-08-10,13,1,12000,Tepung Terigu,kg
2022-08-10,14,1,38000,Daging Ayam Ras,kg
2022-08-10,15,1,26500,Telur Ayam Ras,kg
2022-08-10,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-10,22,1,3000,Mie Instan,bungkus
2022-08-10,23,1,20000,Bawang Putih Honan,kg
2022-08-10,24,1,26000,Bawang Putih Kating,kg
2022-08-10,26,1,12000,Susu Kental Manis,kg
2022-08-10,29,1,75000,Daging Ayam Kampung,kg
2022-08-10,30,1,42000,Telur Ayam Kampung,kg
2022-08-11,1,1,9500,Beras Medium,kg
2022-08-11,2,1,10500,Beras Premium,kg
2022-08-11,3,1,60000,Cabai Merah Keriting,kg
2022-08-11,4,1,57000,Cabai Merah Besar,kg
2022-08-11,5,1,45000,Cabai Rawit Merah,kg
2022-08-11,6,1,32000,Cabai Rawit Hijau,kg
2022-08-11,7,1,33000,Bawang Merah,kg
2022-08-11,13,1,12000,Tepung Terigu,kg
2022-08-11,14,1,38000,Daging Ayam Ras,kg
2022-08-11,15,1,26500,Telur Ayam Ras,kg
2022-08-11,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-11,22,1,3000,Mie Instan,bungkus
2022-08-11,23,1,20000,Bawang Putih Honan,kg
2022-08-11,24,1,26000,Bawang Putih Kating,kg
2022-08-11,26,1,12000,Susu Kental Manis,kg
2022-08-11,29,1,75000,Daging Ayam Kampung,kg
2022-08-11,30,1,42000,Telur Ayam Kampung,kg
2022-08-12,1,1,9500,Beras Medium,kg
2022-08-12,2,1,10500,Beras Premium,kg
2022-08-12,3,1,60000,Cabai Merah Keriting,kg
2022-08-12,4,1,57000,Cabai Merah Besar,kg
2022-08-12,5,1,45000,Cabai Rawit Merah,kg
2022-08-12,6,1,32000,Cabai Rawit Hijau,kg
2022-08-12,7,1,33000,Bawang Merah,kg
2022-08-12,13,1,12000,Tepung Terigu,kg
2022-08-12,14,1,38000,Daging Ayam Ras,kg
2022-08-12,15,1,27000,Telur Ayam Ras,kg
2022-08-12,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-12,22,1,3000,Mie Instan,bungkus
2022-08-12,23,1,20000,Bawang Putih Honan,kg
2022-08-12,24,1,26000,Bawang Putih Kating,kg
2022-08-12,26,1,12000,Susu Kental Manis,kg
2022-08-12,29,1,75000,Daging Ayam Kampung,kg
2022-08-12,30,1,42000,Telur Ayam Kampung,kg
2022-08-15,1,1,9500,Beras Medium,kg
2022-08-15,2,1,10500,Beras Premium,kg
2022-08-15,3,1,55000,Cabai Merah Keriting,kg
2022-08-15,4,1,55000,Cabai Merah Besar,kg
2022-08-15,5,1,35000,Cabai Rawit Merah,kg
2022-08-15,6,1,30000,Cabai Rawit Hijau,kg
2022-08-15,7,1,30000,Bawang Merah,kg
2022-08-15,13,1,12000,Tepung Terigu,kg
2022-08-15,14,1,38000,Daging Ayam Ras,kg
2022-08-15,15,1,30000,Telur Ayam Ras,kg
2022-08-15,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-15,22,1,3000,Mie Instan,bungkus
2022-08-15,23,1,20000,Bawang Putih Honan,kg
2022-08-15,24,1,25000,Bawang Putih Kating,kg
2022-08-15,26,1,12000,Susu Kental Manis,kg
2022-08-15,29,1,75000,Daging Ayam Kampung,kg
2022-08-15,30,1,42000,Telur Ayam Kampung,kg
2022-08-16,1,1,9500,Beras Medium,kg
2022-08-16,2,1,10500,Beras Premium,kg
2022-08-16,3,1,55000,Cabai Merah Keriting,kg
2022-08-16,4,1,55000,Cabai Merah Besar,kg
2022-08-16,5,1,35000,Cabai Rawit Merah,kg
2022-08-16,6,1,30000,Cabai Rawit Hijau,kg
2022-08-16,7,1,30000,Bawang Merah,kg
2022-08-16,13,1,12000,Tepung Terigu,kg
2022-08-16,14,1,38000,Daging Ayam Ras,kg
2022-08-16,15,1,30000,Telur Ayam Ras,kg
2022-08-16,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-16,22,1,3000,Mie Instan,bungkus
2022-08-16,23,1,20000,Bawang Putih Honan,kg
2022-08-16,24,1,25000,Bawang Putih Kating,kg
2022-08-16,26,1,12000,Susu Kental Manis,kg
2022-08-16,29,1,75000,Daging Ayam Kampung,kg
2022-08-16,30,1,42000,Telur Ayam Kampung,kg
2022-08-17,1,1,0,Beras Medium,kg
2022-08-17,2,1,0,Beras Premium,kg
2022-08-17,3,1,0,Cabai Merah Keriting,kg
2022-08-17,4,1,0,Cabai Merah Besar,kg
2022-08-17,5,1,0,Cabai Rawit Merah,kg
2022-08-17,6,1,0,Cabai Rawit Hijau,kg
2022-08-17,7,1,0,Bawang Merah,kg
2022-08-17,13,1,0,Tepung Terigu,kg
2022-08-17,14,1,0,Daging Ayam Ras,kg
2022-08-17,15,1,0,Telur Ayam Ras,kg
2022-08-17,16,1,0,Daging Sapi Paha Belakang,kg
2022-08-17,22,1,0,Mie Instan,bungkus
2022-08-17,23,1,0,Bawang Putih Honan,kg
2022-08-17,24,1,0,Bawang Putih Kating,kg
2022-08-17,26,1,0,Susu Kental Manis,kg
2022-08-17,29,1,0,Daging Ayam Kampung,kg
2022-08-17,30,1,0,Telur Ayam Kampung,kg
2022-08-18,1,1,9500,Beras Medium,kg
2022-08-18,2,1,10500,Beras Premium,kg
2022-08-18,3,1,50000,Cabai Merah Keriting,kg
2022-08-18,4,1,50000,Cabai Merah Besar,kg
2022-08-18,5,1,35000,Cabai Rawit Merah,kg
2022-08-18,6,1,30000,Cabai Rawit Hijau,kg
2022-08-18,7,1,30000,Bawang Merah,kg
2022-08-18,13,1,12000,Tepung Terigu,kg
2022-08-18,14,1,38000,Daging Ayam Ras,kg
2022-08-18,15,1,30000,Telur Ayam Ras,kg
2022-08-18,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-18,22,1,3000,Mie Instan,bungkus
2022-08-18,23,1,20000,Bawang Putih Honan,kg
2022-08-18,24,1,25000,Bawang Putih Kating,kg
2022-08-18,26,1,12000,Susu Kental Manis,kg
2022-08-18,29,1,75000,Daging Ayam Kampung,kg
2022-08-18,30,1,42000,Telur Ayam Kampung,kg
2022-08-19,1,1,9500,Beras Medium,kg
2022-08-19,2,1,10500,Beras Premium,kg
2022-08-19,3,1,50000,Cabai Merah Keriting,kg
2022-08-19,4,1,50000,Cabai Merah Besar,kg
2022-08-19,5,1,35000,Cabai Rawit Merah,kg
2022-08-19,6,1,30000,Cabai Rawit Hijau,kg
2022-08-19,7,1,30000,Bawang Merah,kg
2022-08-19,13,1,12000,Tepung Terigu,kg
2022-08-19,14,1,38000,Daging Ayam Ras,kg
2022-08-19,15,1,30000,Telur Ayam Ras,kg
2022-08-19,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-19,22,1,3000,Mie Instan,bungkus
2022-08-19,23,1,20000,Bawang Putih Honan,kg
2022-08-19,24,1,25000,Bawang Putih Kating,kg
2022-08-19,26,1,12000,Susu Kental Manis,kg
2022-08-19,29,1,75000,Daging Ayam Kampung,kg
2022-08-19,30,1,42000,Telur Ayam Kampung,kg
2022-08-22,1,1,9500,Beras Medium,kg
2022-08-22,2,1,10500,Beras Premium,kg
2022-08-22,3,1,50000,Cabai Merah Keriting,kg
2022-08-22,4,1,45000,Cabai Merah Besar,kg
2022-08-22,5,1,30000,Cabai Rawit Merah,kg
2022-08-22,6,1,26000,Cabai Rawit Hijau,kg
2022-08-22,7,1,28000,Bawang Merah,kg
2022-08-22,13,1,12000,Tepung Terigu,kg
2022-08-22,14,1,39000,Daging Ayam Ras,kg
2022-08-22,15,1,30000,Telur Ayam Ras,kg
2022-08-22,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-22,22,1,3000,Mie Instan,bungkus
2022-08-22,23,1,20000,Bawang Putih Honan,kg
2022-08-22,24,1,25000,Bawang Putih Kating,kg
2022-08-22,26,1,12000,Susu Kental Manis,kg
2022-08-22,29,1,75000,Daging Ayam Kampung,kg
2022-08-22,30,1,42000,Telur Ayam Kampung,kg
2022-08-23,1,1,9500,Beras Medium,kg
2022-08-23,2,1,10500,Beras Premium,kg
2022-08-23,3,1,50000,Cabai Merah Keriting,kg
2022-08-23,4,1,45000,Cabai Merah Besar,kg
2022-08-23,5,1,30000,Cabai Rawit Merah,kg
2022-08-23,6,1,26000,Cabai Rawit Hijau,kg
2022-08-23,7,1,28000,Bawang Merah,kg
2022-08-23,13,1,12000,Tepung Terigu,kg
2022-08-23,14,1,39000,Daging Ayam Ras,kg
2022-08-23,15,1,30000,Telur Ayam Ras,kg
2022-08-23,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-23,22,1,3000,Mie Instan,bungkus
2022-08-23,23,1,20000,Bawang Putih Honan,kg
2022-08-23,24,1,25000,Bawang Putih Kating,kg
2022-08-23,26,1,12000,Susu Kental Manis,kg
2022-08-23,29,1,75000,Daging Ayam Kampung,kg
2022-08-23,30,1,42000,Telur Ayam Kampung,kg
2022-08-24,1,1,9500,Beras Medium,kg
2022-08-24,2,1,10500,Beras Premium,kg
2022-08-24,3,1,50000,Cabai Merah Keriting,kg
2022-08-24,4,1,45000,Cabai Merah Besar,kg
2022-08-24,5,1,30000,Cabai Rawit Merah,kg
2022-08-24,6,1,26000,Cabai Rawit Hijau,kg
2022-08-24,7,1,28000,Bawang Merah,kg
2022-08-24,13,1,12000,Tepung Terigu,kg
2022-08-24,14,1,39000,Daging Ayam Ras,kg
2022-08-24,15,1,30000,Telur Ayam Ras,kg
2022-08-24,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-24,22,1,3000,Mie Instan,bungkus
2022-08-24,23,1,20000,Bawang Putih Honan,kg
2022-08-24,24,1,25000,Bawang Putih Kating,kg
2022-08-24,26,1,12000,Susu Kental Manis,kg
2022-08-24,29,1,75000,Daging Ayam Kampung,kg
2022-08-24,30,1,42000,Telur Ayam Kampung,kg
2022-08-25,1,1,9500,Beras Medium,kg
2022-08-25,2,1,10500,Beras Premium,kg
2022-08-25,3,1,50000,Cabai Merah Keriting,kg
2022-08-25,4,1,45000,Cabai Merah Besar,kg
2022-08-25,5,1,30000,Cabai Rawit Merah,kg
2022-08-25,6,1,24000,Cabai Rawit Hijau,kg
2022-08-25,7,1,25000,Bawang Merah,kg
2022-08-25,13,1,12000,Tepung Terigu,kg
2022-08-25,14,1,39000,Daging Ayam Ras,kg
2022-08-25,15,1,30000,Telur Ayam Ras,kg
2022-08-25,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-25,22,1,3000,Mie Instan,bungkus
2022-08-25,23,1,20000,Bawang Putih Honan,kg
2022-08-25,24,1,25000,Bawang Putih Kating,kg
2022-08-25,26,1,12000,Susu Kental Manis,kg
2022-08-25,29,1,75000,Daging Ayam Kampung,kg
2022-08-25,30,1,42000,Telur Ayam Kampung,kg
2022-08-26,1,1,9500,Beras Medium,kg
2022-08-26,2,1,10500,Beras Premium,kg
2022-08-26,3,1,50000,Cabai Merah Keriting,kg
2022-08-26,4,1,45000,Cabai Merah Besar,kg
2022-08-26,5,1,30000,Cabai Rawit Merah,kg
2022-08-26,6,1,24000,Cabai Rawit Hijau,kg
2022-08-26,7,1,25000,Bawang Merah,kg
2022-08-26,13,1,12000,Tepung Terigu,kg
2022-08-26,14,1,39000,Daging Ayam Ras,kg
2022-08-26,15,1,30000,Telur Ayam Ras,kg
2022-08-26,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-26,22,1,3000,Mie Instan,bungkus
2022-08-26,23,1,20000,Bawang Putih Honan,kg
2022-08-26,24,1,25000,Bawang Putih Kating,kg
2022-08-26,26,1,12000,Susu Kental Manis,kg
2022-08-26,29,1,75000,Daging Ayam Kampung,kg
2022-08-26,30,1,42000,Telur Ayam Kampung,kg
2022-08-29,1,1,9500,Beras Medium,kg
2022-08-29,2,1,10500,Beras Premium,kg
2022-08-29,3,1,45000,Cabai Merah Keriting,kg
2022-08-29,4,1,45000,Cabai Merah Besar,kg
2022-08-29,5,1,34000,Cabai Rawit Merah,kg
2022-08-29,6,1,28000,Cabai Rawit Hijau,kg
2022-08-29,7,1,26000,Bawang Merah,kg
2022-08-29,13,1,12000,Tepung Terigu,kg
2022-08-29,14,1,39000,Daging Ayam Ras,kg
2022-08-29,15,1,30000,Telur Ayam Ras,kg
2022-08-29,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-29,22,1,3000,Mie Instan,bungkus
2022-08-29,23,1,20000,Bawang Putih Honan,kg
2022-08-29,24,1,25000,Bawang Putih Kating,kg
2022-08-29,26,1,12000,Susu Kental Manis,kg
2022-08-29,29,1,70000,Daging Ayam Kampung,kg
2022-08-29,30,1,42000,Telur Ayam Kampung,kg
2022-08-30,1,1,9500,Beras Medium,kg
2022-08-30,2,1,10500,Beras Premium,kg
2022-08-30,3,1,45000,Cabai Merah Keriting,kg
2022-08-30,4,1,45000,Cabai Merah Besar,kg
2022-08-30,5,1,34000,Cabai Rawit Merah,kg
2022-08-30,6,1,28000,Cabai Rawit Hijau,kg
2022-08-30,7,1,26000,Bawang Merah,kg
2022-08-30,13,1,12000,Tepung Terigu,kg
2022-08-30,14,1,39000,Daging Ayam Ras,kg
2022-08-30,15,1,30000,Telur Ayam Ras,kg
2022-08-30,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-30,22,1,3000,Mie Instan,bungkus
2022-08-30,23,1,20000,Bawang Putih Honan,kg
2022-08-30,24,1,25000,Bawang Putih Kating,kg
2022-08-30,26,1,12000,Susu Kental Manis,kg
2022-08-30,29,1,70000,Daging Ayam Kampung,kg
2022-08-30,30,1,42000,Telur Ayam Kampung,kg
2022-08-31,1,1,9500,Beras Medium,kg
2022-08-31,2,1,10500,Beras Premium,kg
2022-08-31,3,1,45000,Cabai Merah Keriting,kg
2022-08-31,4,1,45000,Cabai Merah Besar,kg
2022-08-31,5,1,38000,Cabai Rawit Merah,kg
2022-08-31,6,1,28000,Cabai Rawit Hijau,kg
2022-08-31,7,1,25000,Bawang Merah,kg
2022-08-31,13,1,12000,Tepung Terigu,kg
2022-08-31,14,1,38000,Daging Ayam Ras,kg
2022-08-31,15,1,30000,Telur Ayam Ras,kg
2022-08-31,16,1,130000,Daging Sapi Paha Belakang,kg
2022-08-31,22,1,3000,Mie Instan,bungkus
2022-08-31,23,1,21000,Bawang Putih Honan,kg
2022-08-31,24,1,25000,Bawang Putih Kating,kg
2022-08-31,26,1,12000,Susu Kental Manis,kg
2022-08-31,29,1,70000,Daging Ayam Kampung,kg
2022-08-31,30,1,42000,Telur Ayam Kampung,kg
2022-09-01,1,1,9500,Beras Medium,kg
2022-09-01,2,1,10500,Beras Premium,kg
2022-09-01,3,1,45000,Cabai Merah Keriting,kg
2022-09-01,4,1,45000,Cabai Merah Besar,kg
2022-09-01,5,1,38000,Cabai Rawit Merah,kg
2022-09-01,6,1,28000,Cabai Rawit Hijau,kg
2022-09-01,7,1,25000,Bawang Merah,kg
2022-09-01,13,1,12000,Tepung Terigu,kg
2022-09-01,14,1,38000,Daging Ayam Ras,kg
