tanggal,id_komoditas,id_pasar,harga,nama_komoditas,satuan
2025-03-17,17,1,135000,Daging Sapi Paha Depan,kg
2025-03-17,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-03-17,19,1,70000,Daging Sapi Tetelan,kg
2025-03-17,20,1,30000,Ikan Bandeng,kg
2025-03-17,21,1,30000,Ikan Tongkol,kg
2025-03-17,22,1,3000,Mie Instan,bungkus
2025-03-17,23,1,39000,Bawang Putih Honan,kg
2025-03-17,24,1,43000,Bawang Putih Kating,kg
2025-03-17,25,1,10000,Garam Halus,kg
2025-03-17,26,1,12000,Susu Kental Manis,kg
2025-03-17,27,1,10000,Tempe Bungkus,kg
2025-03-17,28,1,10000,Tahu Putih,kg
2025-03-17,29,1,80000,Daging Ayam Kampung,kg
2025-03-17,30,1,60000,Telur Ayam Kampung,kg
2025-03-18,1,1,13000,Beras Medium,kg
2025-03-18,2,1,13500,Beras Premium,kg
2025-03-18,3,1,40000,Cabai Merah Keriting,kg
2025-03-18,4,1,35000,Cabai Merah Besar,kg
2025-03-18,5,1,85000,Cabai Rawit Merah,kg
2025-03-18,6,1,35000,Cabai Rawit Hijau,kg
2025-03-18,7,1,43000,Bawang Merah,kg
2025-03-18,8,1,17500,Gula Pasir Curah,kg
2025-03-18,9,1,17500,Gula Pasir Kemasan,kg
2025-03-18,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-03-18,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-03-18,12,1,15700,Minyakita,liter
2025-03-18,13,1,12000,Tepung Terigu,kg
2025-03-18,14,1,39000,Daging Ayam Ras,kg
2025-03-18,15,1,26500,Telur Ayam Ras,kg
2025-03-18,16,1,135000,Daging Sapi Paha Belakang,kg
2025-03-18,17,1,135000,Daging Sapi Paha Depan,kg
2025-03-18,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-03-18,19,1,70000,Daging Sapi Tetelan,kg
2025-03-18,20,1,30000,Ikan Bandeng,kg
2025-03-18,21,1,30000,Ikan Tongkol,kg
2025-03-18,22,1,3000,Mie Instan,bungkus
2025-03-18,23,1,39000,Bawang Putih Honan,kg
2025-03-18,24,1,43000,Bawang Putih Kating,kg
2025-03-18,25,1,10000,Garam Halus,kg
2025-03-18,26,1,12000,Susu Kental Manis,kg
2025-03-18,27,1,10000,Tempe Bungkus,kg
2025-03-18,28,1,10000,Tahu Putih,kg
2025-03-18,29,1,80000,Daging Ayam Kampung,kg
2025-03-18,30,1,60000,Telur Ayam Kampung,kg
2025-03-19,1,1,13000,Beras Medium,kg
2025-03-19,2,1,13500,Beras Premium,kg
2025-03-19,3,1,40000,Cabai Merah Keriting,kg
2025-03-19,4,1,35000,Cabai Merah Besar,kg
2025-03-19,5,1,85000,Cabai Rawit Merah,kg
2025-03-19,6,1,35000,Cabai Rawit Hijau,kg
2025-03-19,7,1,43000,Bawang Merah,kg
2025-03-19,8,1,17500,Gula Pasir Curah,kg
2025-03-19,9,1,17500,Gula Pasir Kemasan,kg
2025-03-19,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-03-19,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-03-19,12,1,15700,Minyakita,liter
2025-03-19,13,1,12000,Tepung Terigu,kg
2025-03-19,14,1,39000,Daging Ayam Ras,kg
2025-03-19,15,1,26500,Telur Ayam Ras,kg
2025-03-19,16,1,135000,Daging Sapi Paha Belakang,kg
2025-03-19,17,1,135000,Daging Sapi Paha Depan,kg
2025-03-19,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-03-19,19,1,70000,Daging Sapi Tetelan,kg
2025-03-19,20,1,30000,Ikan Bandeng,kg
2025-03-19,21,1,30000,Ikan Tongkol,kg
2025-03-19,22,1,3000,Mie Instan,bungkus
2025-03-19,23,1,39000,Bawang Putih Honan,kg
2025-03-19,24,1,43000,Bawang Putih Kating,kg
2025-03-19,25,1,10000,Garam Halus,kg
2025-03-19,26,1,12000,Susu Kental Manis,kg
2025-03-19,27,1,10000,Tempe Bungkus,kg
2025-03-19,28,1,10000,Tahu Putih,kg
2025-03-19,29,1,80000,Daging Ayam Kampung,kg
2025-03-19,30,1,60000,Telur Ayam Kampung,kg
2025-03-20,1,1,13000,Beras Medium,kg
2025-03-20,2,1,13500,Beras Premium,kg
2025-03-20,3,1,45000,Cabai Merah Keriting,kg
2025-03-20,4,1,38000,Cabai Merah Besar,kg
2025-03-20,5,1,90000,Cabai Rawit Merah,kg
2025-03-20,6,1,40000,Cabai Rawit Hijau,kg
2025-03-20,7,1,45000,Bawang Merah,kg
2025-03-20,8,1,17500,Gula Pasir Curah,kg
2025-03-20,9,1,17500,Gula Pasir Kemasan,kg
2025-03-20,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-03-20,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-03-20,12,1,15700,Minyakita,liter
2025-03-20,13,1,12000,Tepung Terigu,kg
2025-03-20,14,1,39000,Daging Ayam Ras,kg
2025-03-20,15,1,26500,Telur Ayam Ras,kg
2025-03-20,16,1,135000,Daging Sapi Paha Belakang,kg
2025-03-20,17,1,135000,Daging Sapi Paha Depan,kg
2025-03-20,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-03-20,19,1,70000,Daging Sapi Tetelan,kg
2025-03-20,20,1,30000,Ikan Bandeng,kg
2025-03-20,21,1,30000,Ikan Tongkol,kg
2025-03-20,22,1,3000,Mie Instan,bungkus
2025-03-20,23,1,39000,Bawang Putih Honan,kg
2025-03-20,24,1,43000,Bawang Putih Kating,kg
2025-03-20,25,1,10000,Garam Halus,kg
2025-03-20,26,1,12000,Susu Kental Manis,kg
2025-03-20,27,1,10000,Tempe Bungkus,kg
2025-03-20,28,1,10000,Tahu Putih,kg
2025-03-20,29,1,80000,Daging Ayam Kampung,kg
2025-03-20,30,1,60000,Telur Ayam Kampung,kg
2025-03-21,1,1,13000,Beras Medium,kg
2025-03-21,2,1,13500,Beras Premium,kg
2025-03-21,3,1,45000,Cabai Merah Keriting,kg
2025-03-21,4,1,38000,Cabai Merah Besar,kg
2025-03-21,5,1,90000,Cabai Rawit Merah,kg
2025-03-21,6,1,40000,Cabai Rawit Hijau,kg
2025-03-21,7,1,45000,Bawang Merah,kg
2025-03-21,8,1,17500,Gula Pasir Curah,kg
2025-03-21,9,1,17500,Gula Pasir Kemasan,kg
2025-03-21,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-03-21,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-03-21,12,1,15700,Minyakita,liter
2025-03-21,13,1,12000,Tepung Terigu,kg
2025-03-21,14,1,39000,Daging Ayam Ras,kg
2025-03-21,15,1,26500,Telur Ayam Ras,kg
2025-03-21,16,1,135000,Daging Sapi Paha Belakang,kg
2025-03-21,17,1,135000,Daging Sapi Paha Depan,kg
2025-03-21,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-03-21,19,1,70000,Daging Sapi Tetelan,kg
2025-03-21,20,1,30000,Ikan Bandeng,kg
2025-03-21,21,1,30000,Ikan Tongkol,kg
2025-03-21,22,1,3000,Mie Instan,bungkus
2025-03-21,23,1,39000,Bawang Putih Honan,kg
2025-03-21,24,1,43000,Bawang Putih Kating,kg
2025-03-21,25,1,10000,Garam Halus,kg
2025-03-21,26,1,12000,Susu Kental Manis,kg
2025-03-21,27,1,10000,Tempe Bungkus,kg
2025-03-21,28,1,10000,Tahu Putih,kg
2025-03-21,29,1,80000,Daging Ayam Kampung,kg
2025-03-21,30,1,60000,Telur Ayam Kampung,kg
2025-03-24,1,1,13000,Beras Medium,kg
2025-03-24,2,1,13500,Beras Premium,kg
2025-03-24,3,1,50000,Cabai Merah Keriting,kg
2025-03-24,4,1,45000,Cabai Merah Besar,kg
2025-03-24,5,1,85000,Cabai Rawit Merah,kg
2025-03-24,6,1,40000,Cabai Rawit Hijau,kg
2025-03-24,7,1,45000,Bawang Merah,kg
2025-03-24,8,1,17500,Gula Pasir Curah,kg
2025-03-24,9,1,17500,Gula Pasir Kemasan,kg
2025-03-24,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-03-24,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-03-24,12,1,15700,Minyakita,liter
2025-03-24,13,1,12000,Tepung Terigu,kg
2025-03-24,14,1,39000,Daging Ayam Ras,kg
2025-03-24,15,1,27000,Telur Ayam Ras,kg
2025-03-24,16,1,135000,Daging Sapi Paha Belakang,kg
2025-03-24,17,1,135000,Daging Sapi Paha Depan,kg
2025-03-24,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-03-24,19,1,70000,Daging Sapi Tetelan,kg
2025-03-24,20,1,30000,Ikan Bandeng,kg
2025-03-24,21,1,30000,Ikan Tongkol,kg
2025-03-24,22,1,3000,Mie Instan,bungkus
2025-03-24,23,1,40000,Bawang Putih Honan,kg
2025-03-24,24,1,44000,Bawang Putih Kating,kg
2025-03-24,25,1,10000,Garam Halus,kg
2025-03-24,26,1,12000,Susu Kental Manis,kg
2025-03-24,27,1,10000,Tempe Bungkus,kg
2025-03-24,28,1,10000,Tahu Putih,kg
2025-03-24,29,1,80000,Daging Ayam Kampung,kg
2025-03-24,30,1,60000,Telur Ayam Kampung,kg
2025-03-25,1,1,13000,Beras Medium,kg
2025-03-25,2,1,13500,Beras Premium,kg
2025-03-25,3,1,50000,Cabai Merah Keriting,kg
2025-03-25,4,1,45000,Cabai Merah Besar,kg
2025-03-25,5,1,85000,Cabai Rawit Merah,kg
2025-03-25,6,1,40000,Cabai Rawit Hijau,kg
2025-03-25,7,1,45000,Bawang Merah,kg
2025-03-25,8,1,17500,Gula Pasir Curah,kg
2025-03-25,9,1,17500,Gula Pasir Kemasan,kg
2025-03-25,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-03-25,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-03-25,12,1,15700,Minyakita,liter
2025-03-25,13,1,12000,Tepung Terigu,kg
2025-03-25,14,1,39000,Daging Ayam Ras,kg
2025-03-25,15,1,26500,Telur Ayam Ras,kg
2025-03-25,16,1,135000,Daging Sapi Paha Belakang,kg
2025-03-25,17,1,135000,Daging Sapi Paha Depan,kg
2025-03-25,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-03-25,19,1,70000,Daging Sapi Tetelan,kg
2025-03-25,20,1,30000,Ikan Bandeng,kg
2025-03-25,21,1,30000,Ikan Tongkol,kg
2025-03-25,22,1,3000,Mie Instan,bungkus
2025-03-25,23,1,40000,Bawang Putih Honan,kg
2025-03-25,24,1,44000,Bawang Putih Kating,kg
2025-03-25,25,1,10000,Garam Halus,kg
2025-03-25,26,1,12000,Susu Kental Manis,kg
2025-03-25,27,1,10000,Tempe Bungkus,kg
2025-03-25,28,1,10000,Tahu Putih,kg
2025-03-25,29,1,80000,Daging Ayam Kampung,kg
2025-03-25,30,1,60000,Telur Ayam Kampung,kg
2025-03-26,1,1,13000,Beras Medium,kg
2025-03-26,2,1,13500,Beras Premium,kg
2025-03-26,3,1,50000,Cabai Merah Keriting,kg
2025-03-26,4,1,45000,Cabai Merah Besar,kg
2025-03-26,5,1,85000,Cabai Rawit Merah,kg
2025-03-26,6,1,40000,Cabai Rawit Hijau,kg
2025-03-26,7,1,45000,Bawang Merah,kg
2025-03-26,8,1,17500,Gula Pasir Curah,kg
2025-03-26,9,1,17500,Gula Pasir Kemasan,kg
2025-03-26,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-03-26,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-03-26,12,1,15700,Minyakita,liter
2025-03-26,13,1,12000,Tepung Terigu,kg
2025-03-26,14,1,39000,Daging Ayam Ras,kg
2025-03-26,15,1,26500,Telur Ayam Ras,kg
2025-03-26,16,1,135000,Daging Sapi Paha Belakang,kg
2025-03-26,17,1,135000,Daging Sapi Paha Depan,kg
2025-03-26,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-03-26,19,1,70000,Daging Sapi Tetelan,kg
2025-03-26,20,1,30000,Ikan Bandeng,kg
2025-03-26,21,1,30000,Ikan Tongkol,kg
2025-03-26,22,1,3000,Mie Instan,bungkus
2025-03-26,23,1,40000,Bawang Putih Honan,kg
2025-03-26,24,1,44000,Bawang Putih Kating,kg
2025-03-26,25,1,10000,Garam Halus,kg
2025-03-26,26,1,12000,Susu Kental Manis,kg
2025-03-26,27,1,10000,Tempe Bungkus,kg
2025-03-26,28,1,10000,Tahu Putih,kg
2025-03-26,29,1,80000,Daging Ayam Kampung,kg
2025-03-26,30,1,60000,Telur Ayam Kampung,kg
2025-03-27,1,1,13000,Beras Medium,kg
2025-03-27,2,1,13500,Beras Premium,kg
2025-03-27,3,1,55000,Cabai Merah Keriting,kg
2025-03-27,4,1,50000,Cabai Merah Besar,kg
2025-03-27,5,1,90000,Cabai Rawit Merah,kg
2025-03-27,6,1,40000,Cabai Rawit Hijau,kg
2025-03-27,7,1,48000,Bawang Merah,kg
2025-03-27,8,1,17500,Gula Pasir Curah,kg
2025-03-27,9,1,17500,Gula Pasir Kemasan,kg
2025-03-27,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-03-27,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-03-27,12,1,15700,Minyakita,liter
2025-03-27,13,1,12000,Tepung Terigu,kg
2025-03-27,14,1,39000,Daging Ayam Ras,kg
2025-03-27,15,1,27000,Telur Ayam Ras,kg
2025-03-27,16,1,135000,Daging Sapi Paha Belakang,kg
2025-03-27,17,1,135000,Daging Sapi Paha Depan,kg
2025-03-27,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-03-27,19,1,70000,Daging Sapi Tetelan,kg
2025-03-27,20,1,30000,Ikan Bandeng,kg
2025-03-27,21,1,30000,Ikan Tongkol,kg
2025-03-27,22,1,3000,Mie Instan,bungkus
2025-03-27,23,1,40000,Bawang Putih Honan,kg
2025-03-27,24,1,43000,Bawang Putih Kating,kg
2025-03-27,25,1,10000,Garam Halus,kg
2025-03-27,26,1,12000,Susu Kental Manis,kg
2025-03-27,27,1,10000,Tempe Bungkus,kg
2025-03-27,28,1,10000,Tahu Putih,kg
2025-03-27,29,1,80000,Daging Ayam Kampung,kg
2025-03-27,30,1,60000,Telur Ayam Kampung,kg
2025-04-04,1,1,0,Beras Medium,kg
2025-04-04,2,1,0,Beras Premium,kg
2025-04-04,3,1,0,Cabai Merah Keriting,kg
2025-04-04,4,1,0,Cabai Merah Besar,kg
2025-04-04,5,1,0,Cabai Rawit Merah,kg
2025-04-04,6,1,0,Cabai Rawit Hijau,kg
2025-04-04,7,1,0,Bawang Merah,kg
2025-04-04,8,1,0,Gula Pasir Curah,kg
2025-04-04,9,1,0,Gula Pasir Kemasan,kg
2025-04-04,10,1,0,Minyak Goreng Sawit Curah,liter
2025-04-04,11,1,0,Minyak Goreng Sawit Kemasan Premium,liter
2025-04-04,12,1,0,Minyakita,liter
2025-04-04,13,1,0,Tepung Terigu,kg
2025-04-04,14,1,0,Daging Ayam Ras,kg
2025-04-04,15,1,0,Telur Ayam Ras,kg
2025-04-04,16,1,0,Daging Sapi Paha Belakang,kg
2025-04-04,17,1,0,Daging Sapi Paha Depan,kg
2025-04-04,18,1,0,Daging Sapi Sandung Lamur,kg
2025-04-04,19,1,0,Daging Sapi Tetelan,kg
2025-04-04,20,1,0,Ikan Bandeng,kg
2025-04-04,21,1,0,Ikan Tongkol,kg
2025-04-04,22,1,0,Mie Instan,bungkus
2025-04-04,23,1,0,Bawang Putih Honan,kg
2025-04-04,24,1,0,Bawang Putih Kating,kg
2025-04-04,25,1,0,Garam Halus,kg
2025-04-04,26,1,0,Susu Kental Manis,kg
2025-04-04,27,1,0,Tempe Bungkus,kg
2025-04-04,28,1,0,Tahu Putih,kg
2025-04-04,29,1,0,Daging Ayam Kampung,kg
2025-04-04,30,1,0,Telur Ayam Kampung,kg
2025-04-07,1,1,0,Beras Medium,kg
2025-04-07,2,1,0,Beras Premium,kg
2025-04-07,3,1,0,Cabai Merah Keriting,kg
2025-04-07,4,1,0,Cabai Merah Besar,kg
2025-04-07,5,1,0,Cabai Rawit Merah,kg
2025-04-07,6,1,0,Cabai Rawit Hijau,kg
2025-04-07,7,1,0,Bawang Merah,kg
2025-04-07,8,1,0,Gula Pasir Curah,kg
2025-04-07,9,1,0,Gula Pasir Kemasan,kg
2025-04-07,10,1,0,Minyak Goreng Sawit Curah,liter
2025-04-07,11,1,0,Minyak Goreng Sawit Kemasan Premium,liter
2025-04-07,12,1,0,Minyakita,liter
2025-04-07,13,1,0,Tepung Terigu,kg
2025-04-07,14,1,0,Daging Ayam Ras,kg
2025-04-07,15,1,0,Telur Ayam Ras,kg
2025-04-07,16,1,0,Daging Sapi Paha Belakang,kg
2025-04-07,17,1,0,Daging Sapi Paha Depan,kg
2025-04-07,18,1,0,Daging Sapi Sandung Lamur,kg
2025-04-07,19,1,0,Daging Sapi Tetelan,kg
2025-04-07,20,1,0,Ikan Bandeng,kg
2025-04-07,21,1,0,Ikan Tongkol,kg
2025-04-07,22,1,0,Mie Instan,bungkus
2025-04-07,23,1,0,Bawang Putih Honan,kg
2025-04-07,24,1,0,Bawang Putih Kating,kg
2025-04-07,25,1,0,Garam Halus,kg
2025-04-07,26,1,0,Susu Kental Manis,kg
2025-04-07,27,1,0,Tempe Bungkus,kg
2025-04-07,28,1,0,Tahu Putih,kg
2025-04-07,29,1,0,Daging Ayam Kampung,kg
2025-04-07,30,1,0,Telur Ayam Kampung,kg
2025-04-08,1,1,13000,Beras Medium,kg
2025-04-08,2,1,13500,Beras Premium,kg
2025-04-08,3,1,45000,Cabai Merah Keriting,kg
2025-04-08,4,1,35000,Cabai Merah Besar,kg
2025-04-08,5,1,85000,Cabai Rawit Merah,kg
2025-04-08,6,1,35000,Cabai Rawit Hijau,kg
2025-04-08,7,1,43000,Bawang Merah,kg
2025-04-08,8,1,17500,Gula Pasir Curah,kg
2025-04-08,9,1,17500,Gula Pasir Kemasan,kg
2025-04-08,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-04-08,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-04-08,12,1,15700,Minyakita,liter
2025-04-08,13,1,12000,Tepung Terigu,kg
2025-04-08,14,1,40000,Daging Ayam Ras,kg
2025-04-08,15,1,27000,Telur Ayam Ras,kg
2025-04-08,16,1,145000,Daging Sapi Paha Belakang,kg
2025-04-08,17,1,145000,Daging Sapi Paha Depan,kg
2025-04-08,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-04-08,19,1,70000,Daging Sapi Tetelan,kg
2025-04-08,20,1,30000,Ikan Bandeng,kg
2025-04-08,21,1,30000,Ikan Tongkol,kg
2025-04-08,22,1,3000,Mie Instan,bungkus
2025-04-08,23,1,40000,Bawang Putih Honan,kg
2025-04-08,24,1,43000,Bawang Putih Kating,kg
2025-04-08,25,1,10000,Garam Halus,kg
2025-04-08,26,1,12000,Susu Kental Manis,kg
2025-04-08,27,1,10000,Tempe Bungkus,kg
2025-04-08,28,1,10000,Tahu Putih,kg
2025-04-08,29,1,80000,Daging Ayam Kampung,kg
2025-04-08,30,1,60000,Telur Ayam Kampung,kg
2025-04-09,1,1,13000,Beras Medium,kg
2025-04-09,2,1,13500,Beras Premium,kg
2025-04-09,3,1,45000,Cabai Merah Keriting,kg
2025-04-09,4,1,35000,Cabai Merah Besar,kg
2025-04-09,5,1,85000,Cabai Rawit Merah,kg
2025-04-09,6,1,35000,Cabai Rawit Hijau,kg
2025-04-09,7,1,43000,Bawang Merah,kg
2025-04-09,8,1,17500,Gula Pasir Curah,kg
2025-04-09,9,1,17500,Gula Pasir Kemasan,kg
2025-04-09,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-04-09,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-04-09,12,1,15700,Minyakita,liter
2025-04-09,13,1,12000,Tepung Terigu,kg
2025-04-09,14,1,38000,Daging Ayam Ras,kg
2025-04-09,15,1,27000,Telur Ayam Ras,kg
2025-04-09,16,1,140000,Daging Sapi Paha Belakang,kg
2025-04-09,17,1,140000,Daging Sapi Paha Depan,kg
2025-04-09,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-04-09,19,1,70000,Daging Sapi Tetelan,kg
2025-04-09,20,1,30000,Ikan Bandeng,kg
2025-04-09,21,1,30000,Ikan Tongkol,kg
2025-04-09,22,1,3000,Mie Instan,bungkus
2025-04-09,23,1,40000,Bawang Putih Honan,kg
2025-04-09,24,1,43000,Bawang Putih Kating,kg
2025-04-09,25,1,10000,Garam Halus,kg
2025-04-09,26,1,12000,Susu Kental Manis,kg
2025-04-09,27,1,10000,Tempe Bungkus,kg
2025-04-09,28,1,10000,Tahu Putih,kg
2025-04-09,29,1,80000,Daging Ayam Kampung,kg
2025-04-09,30,1,60000,Telur Ayam Kampung,kg
2025-04-10,1,1,13000,Beras Medium,kg
2025-04-10,2,1,13500,Beras Premium,kg
2025-04-10,3,1,50000,Cabai Merah Keriting,kg
2025-04-10,4,1,35000,Cabai Merah Besar,kg
2025-04-10,5,1,90000,Cabai Rawit Merah,kg
2025-04-10,6,1,25000,Cabai Rawit Hijau,kg
2025-04-10,7,1,45000,Bawang Merah,kg
2025-04-10,8,1,17500,Gula Pasir Curah,kg
2025-04-10,9,1,17500,Gula Pasir Kemasan,kg
2025-04-10,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-04-10,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-04-10,12,1,15700,Minyakita,liter
2025-04-10,13,1,12000,Tepung Terigu,kg
2025-04-10,14,1,38000,Daging Ayam Ras,kg
2025-04-10,15,1,26500,Telur Ayam Ras,kg
2025-04-10,16,1,138000,Daging Sapi Paha Belakang,kg
2025-04-10,17,1,140000,Daging Sapi Paha Depan,kg
2025-04-10,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-04-10,19,1,70000,Daging Sapi Tetelan,kg
2025-04-10,20,1,30000,Ikan Bandeng,kg
2025-04-10,21,1,30000,Ikan Tongkol,kg
2025-04-10,22,1,3000,Mie Instan,bungkus
2025-04-10,23,1,40000,Bawang Putih Honan,kg
2025-04-10,24,1,44000,Bawang Putih Kating,kg
2025-04-10,25,1,10000,Garam Halus,kg
2025-04-10,26,1,12000,Susu Kental Manis,kg
2025-04-10,27,1,10000,Tempe Bungkus,kg
2025-04-10,28,1,10000,Tahu Putih,kg
2025-04-10,29,1,80000,Daging Ayam Kampung,kg
2025-04-10,30,1,60000,Telur Ayam Kampung,kg
2025-04-11,1,1,13000,Beras Medium,kg
2025-04-11,2,1,13500,Beras Premium,kg
2025-04-11,3,1,50000,Cabai Merah Keriting,kg
2025-04-11,4,1,32000,Cabai Merah Besar,kg
2025-04-11,5,1,90000,Cabai Rawit Merah,kg
2025-04-11,6,1,25000,Cabai Rawit Hijau,kg
2025-04-11,7,1,45000,Bawang Merah,kg
2025-04-11,8,1,17500,Gula Pasir Curah,kg
2025-04-11,9,1,17500,Gula Pasir Kemasan,kg
2025-04-11,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-04-11,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-04-11,12,1,15700,Minyakita,liter
2025-04-11,13,1,12000,Tepung Terigu,kg
2025-04-11,14,1,38000,Daging Ayam Ras,kg
2025-04-11,15,1,26500,Telur Ayam Ras,kg
2025-04-11,16,1,138000,Daging Sapi Paha Belakang,kg
2025-04-11,17,1,138000,Daging Sapi Paha Depan,kg
2025-04-11,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-04-11,19,1,70000,Daging Sapi Tetelan,kg
2025-04-11,20,1,30000,Ikan Bandeng,kg
2025-04-11,21,1,30000,Ikan Tongkol,kg
2025-04-11,22,1,3000,Mie Instan,bungkus
2025-04-11,23,1,40000,Bawang Putih Honan,kg
2025-04-11,24,1,44000,Bawang Putih Kating,kg
2025-04-11,25,1,10000,Garam Halus,kg
2025-04-11,26,1,12000,Susu Kental Manis,kg
2025-04-11,27,1,10000,Tempe Bungkus,kg
2025-04-11,28,1,10000,Tahu Putih,kg
2025-04-11,29,1,80000,Daging Ayam Kampung,kg
2025-04-11,30,1,60000,Telur Ayam Kampung,kg
2025-04-14,1,1,13000,Beras Medium,kg
2025-04-14,2,1,13500,Beras Premium,kg
2025-04-14,3,1,55000,Cabai Merah Keriting,kg
2025-04-14,4,1,30000,Cabai Merah Besar,kg
2025-04-14,5,1,80000,Cabai Rawit Merah,kg
2025-04-14,6,1,25000,Cabai Rawit Hijau,kg
2025-04-14,7,1,50000,Bawang Merah,kg
2025-04-14,8,1,17500,Gula Pasir Curah,kg
2025-04-14,9,1,17500,Gula Pasir Kemasan,kg
2025-04-14,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-04-14,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-04-14,12,1,15700,Minyakita,liter
2025-04-14,13,1,12000,Tepung Terigu,kg
2025-04-14,14,1,38000,Daging Ayam Ras,kg
2025-04-14,15,1,26500,Telur Ayam Ras,kg
2025-04-14,16,1,135000,Daging Sapi Paha Belakang,kg
2025-04-14,17,1,135000,Daging Sapi Paha Depan,kg
2025-04-14,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-04-14,19,1,70000,Daging Sapi Tetelan,kg
2025-04-14,20,1,30000,Ikan Bandeng,kg
2025-04-14,21,1,30000,Ikan Tongkol,kg
2025-04-14,22,1,3000,Mie Instan,bungkus
2025-04-14,23,1,40000,Bawang Putih Honan,kg
2025-04-14,24,1,43000,Bawang Putih Kating,kg
2025-04-14,25,1,10000,Garam Halus,kg
2025-04-14,26,1,12000,Susu Kental Manis,kg
2025-04-14,27,1,10000,Tempe Bungkus,kg
2025-04-14,28,1,10000,Tahu Putih,kg
2025-04-14,29,1,80000,Daging Ayam Kampung,kg
2025-04-14,30,1,60000,Telur Ayam Kampung,kg
2025-04-15,1,1,13000,Beras Medium,kg
2025-04-15,2,1,13500,Beras Premium,kg
2025-04-15,3,1,55000,Cabai Merah Keriting,kg
2025-04-15,4,1,30000,Cabai Merah Besar,kg
2025-04-15,5,1,80000,Cabai Rawit Merah,kg
2025-04-15,6,1,25000,Cabai Rawit Hijau,kg
2025-04-15,7,1,50000,Bawang Merah,kg
2025-04-15,8,1,17500,Gula Pasir Curah,kg
2025-04-15,9,1,17500,Gula Pasir Kemasan,kg
2025-04-15,10,1,17100,Minyak Goreng Sawit Curah,liter
2025-04-15,11,1,20000,Minyak Goreng Sawit Kemasan Premium,liter
2025-04-15,12,1,15700,Minyakita,liter
2025-04-15,13,1,12000,Tepung Terigu,kg
2025-04-15,14,1,38000,Daging Ayam Ras,kg
2025-04-15,15,1,26500,Telur Ayam Ras,kg
2025-04-15,16,1,135000,Daging Sapi Paha Belakang,kg
2025-04-15,17,1,135000,Daging Sapi Paha Depan,kg
2025-04-15,18,1,50000,Daging Sapi Sandung Lamur,kg
2025-04-15,19,1,70000,Daging Sapi Tetelan,kg
2025-04-15,20,1,30000,Ikan Bandeng,kg
2025-04-15,21,1,30000,Ikan Tongkol,kg
2025-04-15,22,1,3000,Mie Instan,bungkus
2025-04-15,23,1,40000,Bawang Putih Honan,kg
2025-04-15,24,1,43000,Bawang Putih Kating,kg
2025-04-15,25,1,10000,Garam Halus,kg
2025-04-15,26,1,12000,Susu Kental Manis,kg
2025-04-15,27,1,10000,Tempe Bungkus,kg
2025-04-15,28,1,10000,Tahu Putih,kg
2025-04-15,29,1,80000,Daging Ayam Kampung,kg
2025-04-15,30,1,60000,Telur Ayam Kampung,kg
2025-04-16,1,1,13000,Beras Medium,kg
2025-04-16,2,1,13500,Beras Premium,kg
2025-04-16,3,1,55000,Cabai Merah Keriting,kg
